timestamp,bpm,source
2025-10-29T18:18:31.800Z,127,workout
2025-10-29T18:18:36.800Z,127,workout
2025-10-29T18:18:41.800Z,127,workout
2025-10-29T18:18:46.800Z,127,workout
2025-10-29T18:18:51.800Z,127,workout
2025-10-29T18:18:56.800Z,128,workout
2025-10-29T18:19:01.800Z,128,workout
2025-10-29T18:19:06.800Z,128,workout
2025-10-29T18:19:11.800Z,128,workout
2025-10-29T18:19:16.800Z,128,workout
2025-10-29T18:19:21.800Z,127,workout
2025-10-29T18:19:26.800Z,126,workout
2025-10-29T18:19:31.800Z,126,workout
2025-10-29T18:19:36.800Z,125,workout
2025-10-29T18:19:41.800Z,123,workout
2025-10-29T18:19:46.800Z,121,workout
2025-10-29T18:19:51.800Z,120,workout
2025-10-29T18:19:56.800Z,119,workout
2025-10-29T18:20:01.800Z,119,workout
2025-10-29T18:20:06.800Z,118,workout
2025-10-29T18:20:11.800Z,118,workout
2025-10-29T18:20:16.800Z,118,workout
2025-10-29T18:20:21.800Z,119,workout
2025-10-29T18:20:26.800Z,119,workout
2025-10-29T18:20:31.800Z,119,workout
2025-10-29T18:20:36.800Z,119,workout
2025-10-29T18:20:41.800Z,119,workout
2025-10-29T18:20:46.800Z,120,workout
2025-10-29T18:20:51.800Z,120,workout
2025-10-29T18:20:56.800Z,121,workout
2025-10-29T18:21:01.800Z,121,workout
2025-10-29T18:21:06.800Z,121,workout
2025-10-29T18:21:11.800Z,121,workout
2025-10-29T18:21:16.800Z,120,workout
2025-10-29T18:21:21.800Z,120,workout
2025-10-29T18:21:26.800Z,120,workout
2025-10-29T18:21:31.800Z,119,workout
2025-10-29T18:21:36.800Z,119,workout
2025-10-29T18:21:41.800Z,119,workout
2025-10-29T18:21:46.800Z,119,workout
2025-10-29T18:21:51.800Z,120,workout
2025-10-29T18:21:56.800Z,120,workout
2025-10-29T18:22:01.800Z,120,workout
2025-10-29T18:22:06.800Z,120,workout
2025-10-29T18:22:11.800Z,119,workout
2025-10-29T18:22:16.800Z,118,workout
2025-10-29T18:22:21.800Z,118,workout
2025-10-29T18:22:26.800Z,118,workout
2025-10-29T18:22:31.800Z,117,workout
2025-10-29T18:22:36.800Z,116,workout
2025-10-29T18:22:41.800Z,116,workout
2025-10-29T18:22:46.800Z,115,workout
2025-10-29T18:22:51.800Z,114,workout
2025-10-29T18:22:56.800Z,113,workout
2025-10-29T18:23:01.800Z,112,workout
2025-10-29T18:23:06.800Z,109,workout
2025-10-29T18:23:11.800Z,107,workout
2025-10-29T18:23:16.800Z,106,workout
2025-10-29T18:23:21.800Z,105,workout
2025-10-29T18:23:26.800Z,106,workout
2025-10-29T18:23:31.800Z,107,workout
2025-10-29T18:23:36.800Z,109,workout
2025-10-29T18:23:41.800Z,110,workout
2025-10-29T18:23:46.800Z,111,workout
2025-10-29T18:23:51.800Z,111,workout
2025-10-29T18:23:56.800Z,111,workout
2025-10-29T18:24:01.800Z,110,workout
2025-10-29T18:24:06.800Z,110,workout
2025-10-29T18:24:11.800Z,109,workout
2025-10-29T18:24:16.800Z,108,workout
2025-10-29T18:24:21.800Z,108,workout
2025-10-29T18:24:26.800Z,109,workout
2025-10-29T18:24:31.800Z,109,workout
2025-10-29T18:24:35.000Z,103,awake
2025-10-29T18:24:36.800Z,109,workout
2025-10-29T18:24:37.000Z,107,awake
2025-10-29T18:24:41.800Z,108,workout
2025-10-29T18:24:46.800Z,108,workout
2025-10-29T18:24:51.800Z,108,workout
2025-10-29T18:24:56.800Z,109,workout
2025-10-29T18:25:01.800Z,110,workout
2025-10-29T18:25:06.800Z,110,workout
2025-10-29T18:25:11.800Z,108,workout
2025-10-29T18:52:30.000Z,106,workout
2025-10-29T18:52:40.000Z,105,workout
2025-10-29T18:52:50.000Z,104,workout
2025-10-29T18:53:00.000Z,104,workout
2025-10-29T18:53:10.000Z,105,workout
2025-10-29T18:53:20.000Z,105,workout
2025-10-29T18:53:30.000Z,106,workout
2025-10-29T18:53:40.000Z,106,workout
2025-10-29T18:53:50.000Z,106,workout
2025-10-29T18:54:00.000Z,106,workout
2025-10-29T18:54:10.000Z,106,workout
2025-10-29T18:54:20.000Z,106,workout
2025-10-29T18:54:30.000Z,107,workout
2025-10-29T18:54:40.000Z,108,workout
2025-10-29T18:54:50.000Z,107,workout
2025-10-29T18:55:00.000Z,107,workout
2025-10-29T18:55:01.100Z,107,workout
2025-10-29T18:55:06.100Z,106,workout
2025-10-29T18:55:11.100Z,105,workout
2025-10-29T18:55:16.100Z,105,workout
2025-10-29T18:55:21.100Z,106,workout
2025-10-29T18:55:26.100Z,106,workout
2025-10-29T18:55:31.100Z,107,workout
2025-10-29T18:55:36.100Z,107,workout
2025-10-29T18:55:41.100Z,108,workout
2025-10-29T18:55:46.100Z,107,workout
2025-10-29T18:55:51.100Z,107,workout
2025-10-29T18:55:56.100Z,107,workout
2025-10-29T18:56:01.100Z,106,workout
2025-10-29T18:56:06.100Z,106,workout
2025-10-29T18:56:11.100Z,106,workout
2025-10-29T18:56:16.100Z,107,workout
2025-10-29T18:56:21.100Z,107,workout
2025-10-29T18:56:26.100Z,107,workout
2025-10-29T18:56:31.100Z,107,workout
2025-10-29T18:56:36.100Z,110,workout
2025-10-29T18:56:41.100Z,113,workout
2025-10-29T18:56:46.100Z,115,workout
2025-10-29T18:56:51.100Z,117,workout
2025-10-29T18:56:56.100Z,119,workout
2025-10-29T18:57:01.100Z,121,workout
2025-10-29T18:57:06.100Z,123,workout
2025-10-29T18:57:11.100Z,124,workout
2025-10-29T18:57:16.100Z,125,workout
2025-10-29T18:57:21.100Z,126,workout
2025-10-29T18:57:26.100Z,127,workout
2025-10-29T18:57:31.100Z,128,workout
2025-10-29T18:57:36.100Z,128,workout
2025-10-29T18:57:41.100Z,129,workout
2025-10-29T18:57:46.100Z,129,workout
2025-10-29T18:57:51.100Z,128,workout
2025-10-29T18:57:56.100Z,128,workout
2025-10-29T18:58:01.100Z,127,workout
2025-10-29T18:58:06.100Z,126,workout
2025-10-29T18:58:11.100Z,125,workout
2025-10-29T18:58:16.100Z,124,workout
2025-10-29T18:58:21.100Z,123,workout
2025-10-29T18:58:26.100Z,120,workout
2025-10-29T18:58:31.100Z,119,workout
2025-10-29T18:58:36.100Z,118,workout
2025-10-29T18:58:41.100Z,117,workout
2025-10-29T18:58:46.100Z,117,workout
2025-10-29T18:58:51.100Z,116,workout
2025-10-29T18:58:56.100Z,116,workout
2025-10-29T18:59:01.100Z,117,workout
2025-10-29T18:59:06.100Z,118,workout
2025-10-29T18:59:11.100Z,118,workout
2025-10-29T18:59:16.100Z,119,workout
2025-10-29T18:59:21.100Z,119,workout
2025-10-29T18:59:26.100Z,119,workout
2025-10-29T18:59:31.100Z,119,workout
2025-10-29T18:59:36.100Z,119,workout
2025-10-29T18:59:41.100Z,119,workout
2025-10-29T18:59:46.100Z,119,workout
2025-10-29T18:59:51.100Z,119,workout
2025-10-29T18:59:56.100Z,118,workout
2025-10-29T19:00:01.100Z,118,workout
2025-10-29T19:00:06.100Z,117,workout
2025-10-29T19:00:11.100Z,116,workout
2025-10-29T19:00:16.100Z,116,workout
2025-10-29T19:00:21.100Z,117,workout
2025-10-29T19:00:26.100Z,118,workout
2025-10-29T19:00:31.100Z,118,workout
2025-10-29T19:00:36.100Z,118,workout
2025-10-29T19:00:41.100Z,117,workout
2025-10-29T19:00:46.100Z,117,workout
2025-10-29T19:00:51.100Z,117,workout
2025-10-29T19:00:56.100Z,117,workout
2025-10-29T19:01:01.100Z,117,workout
2025-10-29T19:01:06.100Z,116,workout
2025-10-29T19:01:11.100Z,116,workout
2025-10-29T19:01:16.100Z,115,workout
2025-10-29T19:01:21.100Z,115,workout
2025-10-29T19:01:26.100Z,115,workout
2025-10-29T19:01:31.100Z,115,workout
2025-10-29T19:01:36.100Z,115,workout
2025-10-29T19:01:41.100Z,115,workout
2025-10-29T19:01:46.100Z,115,workout
2025-10-29T19:01:51.100Z,115,workout
2025-10-29T19:01:56.100Z,115,workout
2025-10-29T19:02:01.100Z,115,workout
2025-10-29T19:02:06.100Z,115,workout
2025-10-29T19:02:11.100Z,116,workout
2025-10-29T19:02:16.100Z,116,workout
2025-10-29T19:02:21.100Z,117,workout
2025-10-29T19:02:26.100Z,117,workout
2025-10-29T19:02:31.100Z,117,workout
2025-10-29T19:02:36.100Z,118,workout
2025-10-29T19:02:41.100Z,117,workout
2025-10-29T19:02:46.100Z,117,workout
2025-10-29T19:02:51.100Z,117,workout
2025-10-29T19:02:56.100Z,117,workout
2025-10-29T19:03:01.100Z,118,workout
2025-10-29T19:03:06.100Z,118,workout
2025-10-29T19:03:11.100Z,119,workout
2025-10-29T19:03:16.100Z,119,workout
2025-10-29T19:03:21.100Z,119,workout
2025-10-29T19:03:26.100Z,119,workout
2025-10-29T19:03:31.100Z,119,workout
2025-10-29T19:03:36.100Z,119,workout
2025-10-29T19:03:41.100Z,119,workout
2025-10-29T19:03:46.100Z,120,workout
2025-10-29T19:03:51.100Z,120,workout
2025-10-29T19:03:56.100Z,121,workout
2025-10-29T19:04:01.100Z,121,workout
2025-10-29T19:04:06.100Z,122,workout
2025-10-29T19:04:11.100Z,123,workout
2025-10-29T19:04:16.100Z,123,workout
2025-10-29T19:04:21.100Z,123,workout
2025-10-29T19:04:26.100Z,123,workout
2025-10-29T19:04:31.100Z,123,workout
2025-10-29T19:04:36.100Z,123,workout
2025-10-29T19:04:41.100Z,123,workout
2025-10-29T19:04:46.100Z,122,workout
2025-10-29T19:04:51.100Z,122,workout
2025-10-29T19:04:56.100Z,121,workout
2025-10-29T19:05:01.100Z,121,workout
2025-10-29T19:05:06.100Z,121,workout
2025-10-29T19:05:11.100Z,121,workout
2025-10-29T19:05:16.100Z,121,workout
2025-10-29T19:05:21.100Z,121,workout
2025-10-29T19:05:26.100Z,120,workout
2025-10-29T19:05:31.100Z,120,workout
2025-10-29T19:05:36.100Z,120,workout
2025-10-29T19:05:41.100Z,120,workout
2025-10-29T19:05:46.100Z,120,workout
2025-10-29T19:05:51.100Z,120,workout
2025-10-29T19:05:56.100Z,120,workout
2025-10-29T19:06:01.100Z,119,workout
2025-10-29T19:06:06.100Z,118,workout
2025-10-29T19:06:11.100Z,117,workout
2025-10-29T19:06:16.100Z,117,workout
2025-10-29T19:06:21.100Z,117,workout
2025-10-29T19:06:26.100Z,117,workout
2025-10-29T19:06:31.100Z,118,workout
2025-10-29T19:06:36.100Z,119,workout
2025-10-29T19:06:41.100Z,119,workout
2025-10-29T19:06:46.100Z,119,workout
2025-10-29T19:06:51.100Z,118,workout
2025-10-29T19:06:56.100Z,117,workout
2025-10-29T19:07:01.100Z,117,workout
2025-10-29T19:07:06.100Z,116,workout
2025-10-29T19:07:11.100Z,116,workout
2025-10-29T19:07:16.100Z,116,workout
2025-10-29T19:07:21.100Z,116,workout
2025-10-29T19:07:26.100Z,116,workout
2025-10-29T19:07:31.100Z,116,workout
2025-10-29T19:07:36.100Z,116,workout
2025-10-29T19:07:41.100Z,116,workout
2025-10-29T19:07:46.100Z,116,workout
2025-10-29T19:07:51.100Z,116,workout
2025-10-29T19:07:56.100Z,116,workout
2025-10-29T19:08:01.100Z,117,workout
2025-10-29T19:08:06.100Z,117,workout
2025-10-29T19:08:11.100Z,118,workout
2025-10-29T19:08:16.100Z,118,workout
2025-10-29T19:08:21.100Z,118,workout
2025-10-29T19:08:26.100Z,118,workout
2025-10-29T19:08:31.100Z,118,workout
2025-10-29T19:08:36.100Z,118,workout
2025-10-29T19:08:41.100Z,118,workout
2025-10-29T19:08:46.100Z,118,workout
2025-10-29T19:08:51.100Z,118,workout
2025-10-29T19:08:56.100Z,118,workout
2025-10-29T19:09:01.100Z,118,workout
2025-10-29T19:09:06.100Z,117,workout
2025-10-29T19:09:11.100Z,116,workout
2025-10-29T19:09:16.100Z,116,workout
2025-10-29T19:09:21.100Z,115,workout
2025-10-29T19:09:26.100Z,113,workout
2025-10-29T19:09:31.100Z,111,workout
2025-10-29T19:09:36.100Z,108,workout
2025-10-29T19:09:41.100Z,104,workout
2025-10-29T19:09:46.100Z,101,workout
2025-10-29T19:09:51.100Z,98,workout
2025-10-29T19:09:56.100Z,94,workout
2025-10-29T19:10:01.100Z,92,workout
2025-10-29T19:10:06.100Z,91,workout
2025-10-29T19:10:11.100Z,91,workout
2025-10-29T19:10:16.100Z,90,workout
2025-10-29T19:10:21.100Z,90,workout
2025-10-29T19:10:26.100Z,91,workout
2025-10-29T19:10:31.100Z,91,workout
2025-10-29T19:10:36.100Z,91,workout
2025-10-29T19:10:41.100Z,91,workout
2025-10-29T19:10:46.100Z,92,workout
2025-10-29T19:10:51.100Z,93,workout
2025-10-29T19:10:56.100Z,94,workout
2025-10-29T19:11:01.100Z,94,workout
2025-10-29T19:11:06.100Z,93,workout
2025-10-29T19:11:11.100Z,92,workout
2025-10-29T19:11:16.100Z,92,workout
2025-10-29T19:11:21.100Z,92,workout
2025-10-29T19:13:47.000Z,86,awake
2025-10-29T19:14:13.000Z,88,awake
2025-10-29T19:14:48.000Z,83,awake
2025-10-29T19:18:46.000Z,87,awake
2025-10-29T19:19:03.000Z,88,awake
2025-10-29T19:19:04.000Z,83,awake
2025-10-29T19:21:00.000Z,82,awake
2025-10-29T19:21:03.000Z,77,awake
2025-10-29T19:21:11.000Z,81,awake
2025-10-29T19:23:35.000Z,82,awake
2025-10-29T19:24:27.000Z,79,awake
2025-10-29T19:24:48.000Z,78,awake
2025-10-29T19:30:11.000Z,79,awake
2025-10-29T19:30:28.000Z,76,awake
2025-10-29T19:30:29.000Z,81,awake
2025-10-29T19:35:16.000Z,81,awake
2025-10-29T19:35:25.000Z,79,awake
2025-10-29T19:35:37.000Z,84,awake
2025-10-29T19:46:30.000Z,76,awake
2025-10-29T19:46:46.000Z,88,awake
2025-10-29T19:47:06.000Z,78,awake
2025-10-29T19:49:17.000Z,85,awake
2025-10-29T19:49:20.000Z,75,awake
2025-10-29T19:49:35.000Z,77,awake
2025-10-29T19:55:01.200Z,117,workout
2025-10-29T19:55:06.200Z,119,workout
2025-10-29T19:55:11.200Z,121,workout
2025-10-29T19:55:16.200Z,121,workout
2025-10-29T19:55:21.200Z,121,workout
2025-10-29T19:55:26.200Z,121,workout
2025-10-29T19:55:31.200Z,121,workout
2025-10-29T19:55:36.200Z,121,workout
2025-10-29T19:55:41.200Z,122,workout
2025-10-29T19:55:46.200Z,122,workout
2025-10-29T19:55:51.200Z,123,workout
2025-10-29T19:55:56.200Z,123,workout
2025-10-29T19:56:01.200Z,124,workout
2025-10-29T19:56:06.200Z,124,workout
2025-10-29T19:56:11.200Z,125,workout
2025-10-29T19:56:16.200Z,125,workout
2025-10-29T19:56:21.200Z,125,workout
2025-10-29T19:56:26.200Z,125,workout
2025-10-29T19:56:31.200Z,125,workout
2025-10-29T19:56:36.200Z,126,workout
2025-10-29T19:56:41.200Z,126,workout
2025-10-29T19:56:46.200Z,127,workout
2025-10-29T19:56:51.200Z,127,workout
2025-10-29T19:56:56.200Z,128,workout
2025-10-29T19:57:01.200Z,131,workout
2025-10-29T19:57:06.200Z,133,workout
2025-10-29T19:57:11.200Z,134,workout
2025-10-29T19:57:16.200Z,133,workout
2025-10-29T19:57:21.200Z,131,workout
2025-10-29T19:57:26.200Z,130,workout
2025-10-29T19:57:31.200Z,129,workout
2025-10-29T19:57:36.200Z,128,workout
2025-10-29T19:57:41.200Z,127,workout
2025-10-29T19:57:46.200Z,127,workout
2025-10-29T19:57:51.200Z,127,workout
2025-10-29T19:57:56.200Z,126,workout
2025-10-29T19:58:01.200Z,126,workout
2025-10-29T19:58:06.200Z,125,workout
2025-10-29T19:58:11.200Z,125,workout
2025-10-29T19:58:16.200Z,124,workout
2025-10-29T19:58:21.200Z,124,workout
2025-10-29T19:58:26.200Z,123,workout
2025-10-29T19:58:31.200Z,123,workout
2025-10-29T19:58:36.200Z,123,workout
2025-10-29T19:58:41.200Z,123,workout
2025-10-29T19:58:46.200Z,123,workout
2025-10-29T19:58:51.200Z,123,workout
2025-10-29T19:58:56.200Z,124,workout
2025-10-29T19:59:01.200Z,124,workout
2025-10-29T19:59:06.200Z,126,workout
2025-10-29T19:59:11.200Z,126,workout
2025-10-29T19:59:16.200Z,127,workout
2025-10-29T19:59:21.200Z,126,workout
2025-10-29T19:59:26.200Z,125,workout
2025-10-29T19:59:31.200Z,124,workout
2025-10-29T19:59:36.200Z,123,workout
2025-10-29T19:59:41.200Z,123,workout
2025-10-29T19:59:46.200Z,122,workout
2025-10-29T19:59:51.200Z,121,workout
2025-10-29T19:59:56.200Z,121,workout
2025-10-29T20:00:01.200Z,121,workout
2025-10-29T20:00:06.200Z,121,workout
2025-10-29T20:00:11.200Z,121,workout
2025-10-29T20:00:16.200Z,121,workout
2025-10-29T20:00:21.200Z,121,workout
2025-10-29T20:00:26.200Z,121,workout
2025-10-29T20:00:31.200Z,121,workout
2025-10-29T20:00:36.200Z,120,workout
2025-10-29T20:00:41.200Z,119,workout
2025-10-29T20:00:46.200Z,119,workout
2025-10-29T20:00:51.200Z,119,workout
2025-10-29T20:00:56.200Z,119,workout
2025-10-29T20:01:01.200Z,119,workout
2025-10-29T20:01:06.200Z,120,workout
2025-10-29T20:01:11.200Z,121,workout
2025-10-29T20:01:16.200Z,121,workout
2025-10-29T20:01:21.200Z,121,workout
2025-10-29T20:01:26.200Z,122,workout
2025-10-29T20:01:31.200Z,122,workout
2025-10-29T20:01:36.200Z,122,workout
2025-10-29T20:01:41.200Z,121,workout
2025-10-29T20:01:46.200Z,121,workout
2025-10-29T20:01:51.200Z,122,workout
2025-10-29T20:01:56.200Z,123,workout
2025-10-29T20:08:13.000Z,95,awake
2025-10-29T20:08:23.000Z,89,awake
2025-10-29T20:09:46.000Z,91,awake
2025-10-29T20:28:18.000Z,103,awake
2025-10-29T20:28:59.000Z,96,awake
2025-10-29T20:29:34.000Z,99,awake
2025-10-29T20:38:50.000Z,86,awake
2025-10-29T20:39:08.000Z,89,awake
2025-10-29T20:39:09.000Z,88,awake
2025-10-29T20:42:30.000Z,98,workout
2025-10-29T20:42:40.000Z,99,workout
2025-10-29T20:42:50.000Z,101,workout
2025-10-29T20:43:00.000Z,101,workout
2025-10-29T20:43:01.400Z,101,workout
2025-10-29T20:43:06.400Z,101,workout
2025-10-29T20:43:11.400Z,101,workout
2025-10-29T20:43:16.400Z,101,workout
2025-10-29T20:43:21.400Z,101,workout
2025-10-29T20:43:26.400Z,102,workout
2025-10-29T20:43:31.400Z,103,workout
2025-10-29T20:43:36.400Z,104,workout
2025-10-29T20:43:41.400Z,105,workout
2025-10-29T20:43:46.400Z,105,workout
2025-10-29T20:43:51.400Z,105,workout
2025-10-29T20:43:56.400Z,105,workout
2025-10-29T20:44:01.400Z,106,workout
2025-10-29T20:44:06.400Z,106,workout
2025-10-29T20:44:11.400Z,106,workout
2025-10-29T20:44:16.400Z,106,workout
2025-10-29T20:44:21.400Z,105,workout
2025-10-29T20:44:26.400Z,105,workout
2025-10-29T20:44:31.400Z,105,workout
2025-10-29T20:44:36.400Z,105,workout
2025-10-29T20:44:41.400Z,105,workout
2025-10-29T20:44:46.400Z,104,workout
2025-10-29T20:44:51.400Z,104,workout
2025-10-29T20:44:56.400Z,104,workout
2025-10-29T20:45:01.400Z,105,workout
2025-10-29T20:45:06.400Z,106,workout
2025-10-29T20:45:11.400Z,107,workout
2025-10-29T20:45:16.400Z,108,workout
2025-10-29T20:45:21.400Z,109,workout
2025-10-29T20:45:26.400Z,109,workout
2025-10-29T20:45:31.400Z,110,workout
2025-10-29T20:45:36.400Z,110,workout
2025-10-29T20:45:41.400Z,110,workout
2025-10-29T20:45:46.400Z,110,workout
2025-10-29T20:45:51.400Z,111,workout
2025-10-29T20:45:56.400Z,111,workout
2025-10-29T20:46:01.400Z,111,workout
2025-10-29T20:46:06.400Z,112,workout
2025-10-29T20:46:11.400Z,112,workout
2025-10-29T20:46:16.400Z,113,workout
2025-10-29T20:46:21.400Z,113,workout
2025-10-29T20:46:26.400Z,114,workout
2025-10-29T20:46:31.400Z,114,workout
2025-10-29T20:46:36.400Z,113,workout
2025-10-29T20:46:41.400Z,113,workout
2025-10-29T20:46:46.400Z,114,workout
2025-10-29T20:46:51.400Z,114,workout
2025-10-29T20:46:56.400Z,114,workout
2025-10-29T20:47:01.400Z,114,workout
2025-10-29T20:47:06.400Z,113,workout
2025-10-29T20:47:11.400Z,113,workout
2025-10-29T20:47:16.400Z,112,workout
2025-10-29T20:47:21.400Z,112,workout
2025-10-29T20:47:26.400Z,112,workout
2025-10-29T20:47:31.400Z,112,workout
2025-10-29T20:47:36.400Z,112,workout
2025-10-29T20:47:41.400Z,113,workout
2025-10-29T20:47:46.400Z,113,workout
2025-10-29T20:47:51.400Z,112,workout
2025-10-29T20:47:56.400Z,112,workout
2025-10-29T20:48:01.400Z,112,workout
2025-10-29T20:48:06.400Z,111,workout
2025-10-29T20:48:11.400Z,111,workout
2025-10-29T20:48:16.400Z,112,workout
2025-10-29T20:48:21.400Z,112,workout
2025-10-29T20:48:26.400Z,113,workout
2025-10-29T20:48:31.400Z,114,workout
2025-10-29T20:48:36.400Z,113,workout
2025-10-29T20:48:41.400Z,114,workout
2025-10-29T20:48:46.400Z,114,workout
2025-10-29T20:48:51.400Z,114,workout
2025-10-29T20:48:56.400Z,114,workout
2025-10-29T20:49:01.400Z,114,workout
2025-10-29T20:49:06.400Z,114,workout
2025-10-29T20:49:11.400Z,114,workout
2025-10-29T20:49:16.400Z,114,workout
2025-10-29T20:49:21.400Z,113,workout
2025-10-29T20:49:26.400Z,112,workout
2025-10-29T20:49:31.400Z,112,workout
2025-10-29T20:49:36.400Z,111,workout
2025-10-29T20:49:41.400Z,110,workout
2025-10-29T20:49:46.400Z,109,workout
2025-10-29T20:49:51.400Z,108,workout
2025-10-29T20:49:56.400Z,108,workout
2025-10-29T20:50:01.400Z,107,workout
2025-10-29T20:50:06.400Z,107,workout
2025-10-29T20:50:11.400Z,106,workout
2025-10-29T20:50:16.400Z,106,workout
2025-10-29T20:50:21.400Z,106,workout
2025-10-29T20:50:26.400Z,106,workout
2025-10-29T20:50:31.400Z,106,workout
2025-10-29T20:50:36.400Z,106,workout
2025-10-29T20:50:41.400Z,106,workout
2025-10-29T20:50:46.400Z,107,workout
2025-10-29T20:50:51.400Z,108,workout
